title,category,text
体育大会練習で熱中症か 22人搬送,地域,兵庫県尼崎市の市立中学校で体育大会の練習中だった生徒たちが熱中症とみられる症状を訴え22人が病院に搬送されました
井上尚弥 ドネア再戦は「通過点」,スポーツ, ボクシングのWBAスーパーIBF世界バンタム級統一王者井上尚弥大橋が6月7日にさいたまスーパーアリーナでWBC同級王者ノニトドネアフィリピンと3団体王座統一戦Amazon プライムビデオで独占生配信を行う3日は神奈川横浜市内のホテルで両者が会見ついに対面を果たし意気込みを語った戦績は29歳の井上が22勝19KO39歳のドネアが42勝28KO6敗画像井上尚弥は決戦ボディほぼ完成 バンタムのボディやないヤバすぎるとファンも興奮した実際の写真 会見は緊張感が漂った壇上に上がった井上は先に着席していたドネアと軽く会釈マイクを握り2年7か月ぶりに再戦が決まり非常にワクワクしている目の前に3本のベルトが並ぶとよりモチベーションが高まるとコメント一度手を合わせているどんな戦いになるのか自分もファンもみんな楽しみな日になる自分はそう思いますとしこう続けたここまで来たらやるべきことは試合に向けてイメージをより高めて気持ちを上げていくことやることは少ないイメージをより高くして当日を迎えたい4団体統一に向けて大事な試合その目標に向けて通過点にしかすぎない一戦だと思う 井上の隣に座ったドネアは今は感謝の気持ちでいっぱい再戦が決まりその日を迎える井上が受けてくれたこと温かく迎えてくれたこと全てに感謝します自信に満ち溢れていますと心境を吐露落ち着いた表情で今まさに大変モチベーションが高い状態あと4日間同じ気持ちでいる瞑想する時に私が統一王者チャンピオンだと念じているその気持ちで試合を迎えたいと語りこう続けた今はモチベーションが高くたくさんの想いがあるけどこれこそが私のキャリア最大の一戦になるこれに勝ってまだ達成していない4団体統一王者に近づける意味合いは大きい試合 2019年11月7日のワールドボクシングスーパーシリーズWBSS決勝以来の再戦当時は井上が判定勝ちし多くの海外メディアから年間最高試合に選ばれた井上は昨年6月に米ラスベガスで防衛戦を行い視察に訪れていたドネアと対面固い握手を交わすなどリスペクトし合う両者の関係性が話題を集めていた 試合はAmazon プライムビデオにてPrime Video presents Live Boxingの第2弾として独占ライブ配信される日本のプライム会員は追加料金なしで視聴可能第1弾では4月9日のWBA世界ミドル級スーパー王者村田諒太帝拳とIBF王者ゲンナジーゴロフキンカザフスタンの王座統一戦が独占生配信され大きな反響を集めた
こじるり「イジられ」で再出発?,エンタメ, 過去の人気ぶりがうそのようだ3月タレントの小島瑠璃子28が4年にわたってナビゲーターを務めてきた科学番組サイエンスZERONHKを3月で卒業さらにさまぁず三村マサカズと小島瑠璃子のみむこじラジオニッポン放送も打ち切りとなり立て続けにレギュラー番組が減ってしまったのだ写真こじるりが自分の色気に照れつっこみを入れた週刊朝日の表紙
21年生まれ最少81万人 出生率1.3,国内, 厚生労働省が3日に発表した2021年の人口動態統計によると1人の女性が生涯に産む子どもの数に相当する合計特殊出生率は130だった前年を003ポイント下回り6年連続の低下となった下落幅は縮まらず新型コロナウイルスの感染長期化が影響した可能性がある出生数は81万1604人で前年より2万9231人減少し過去最少を更新した合計特殊出生率が高い県は 出生率は05年に過去最低の126まで落ち込んだが団塊ジュニア世代197174年生まれが出産適齢期に入ったことなどを背景に緩やかに回復15年に145まで持ち直したが16年から未婚化や晩婚化に加え待機児童が増加し育児と仕事の両立の難しさが社会問題化するなどして再び低下基調となった新型コロナの影響による産み控えがあったとの指摘もあり下落幅は引き続き003ポイントのままだった 女性の年齢別では4044歳で出生率の伸びが一番高く00031ポイント上がった出生数もこの年代だけ増え前年比で617人増の4万8516人ただ2034歳ではいずれも出生率は下がり出生数も計56万2756人で前年から2万5235人減少した3034歳での出産が最も多く29万2435人だったが出生率は00058ポイント下がった 死亡数は前年比6万7054人増の143万9809人で2年ぶりに戦後最多を更新した11年ぶりに減少した20年は新型コロナの感染予防意識の広がりでインフルエンザや呼吸器系疾患が減少したとみられていたが再び増加に転じた死因別ではがん心疾患老衰の順で多かった 死亡数から出生数を引いた自然減は62万8205人で減少は15年連続減少幅は前年から9万6285人増えた 婚姻件数は前年より2万4391組減り50万1116組で戦後最少を記録した離婚件数は前年から8867組減の18万4386組だった小鍜冶孝志
ひき逃げ疑い 警官を書類送検,地域, 兵庫県姫路市の市道で3月警察車両を運転中に自転車の高齢女性に衝突し重傷を負わせて逃げたとして県警は3日道交法違反ひき逃げ事故不申告と自動車運転処罰法違反過失傷害の疑いで姫路署の男性巡査長29を書類送検した捜査関係者への取材で分かった兵庫県警察学校47人を謹慎処分 昨年7月
立憲 内閣不信任案を9日に提出へ,国内, 立憲民主党は3日ウクライナ情勢を受けた政府の物価高騰対策が不十分などとして岸田文雄内閣に対する不信任決議案を9日に衆院に提出する方針を固めた党関係者が明らかにした他の野党との共同提出を模索する写真政治家の失言問題発言を振り返る 15日の会期末を前に立憲は政府の物価経済対策のほか北海道知床沖の観光船沈没事故に関し指導監督が不十分だと指摘される国土交通省の責任などに焦点を当て追及泉健太代表は経済運営国民生活を任せられないなどと批判を強めていた 立憲は週刊文春がセクハラ疑惑を報じた細田博之衆院議長への不信任案も7日に提出する方針馬淵澄夫国対委員長は3日国会内で記者団に議長不信任案提出の準備に入ると述べたこれに先立ち立憲共産社民の3党は東京都内の議長公邸で細田氏と面会し事実関係の説明と自らの責任の明確化を求める申し入れ書を手渡した細田氏は国会閉会後に訴訟で事実を明らかにしていくなどと語ったという 一方公明党の石井啓一幹事長は3日の記者会見で不確定な事実を基にして不信任案を提出するのは適切でないと立憲を批判賛成することはあり得ないと述べた宮原健太東久保逸夫
失格の松山英樹「自分のせい」,スポーツ,米国男子ザメモリアルトーナメント 初日2日ミュアフィールドビレッジGCオハイオ州7543ydパー72画像競技委員と話し合う松山英樹使用クラブの規則違反で失格となった松山英樹はルールの知識不足認識不足だった自分のせいと反省した違反の原因は今大会前に新調した3Wの黒いフェース面に白色のペンで塗られた線ゴルフ規則4a3は性能特性を意図的に変えたクラブでストロークをしてはならないと定めており競技委員はフェース面の溝から大きくはみ出した線がクラブの性能に影響を与える可能性があるとしてラウンド中にこの3Wを確認した
亡くした父と同じ年に 火砕流31年,地域, 死者行方不明者43人を出した長崎県雲仙普賢岳の大火砕流から31年となった3日被災地の同県島原市では朝から市民らが犠牲者を追悼した大火砕流が発生した午後4時8分には市全域で追悼のサイレンが鳴らされるあの日火砕流で燃え上がる民家 同市平成町の消防殉職者慰霊碑前では警戒中だった団員12人を亡くした市消防団などが献花した本田庄一郎団長62は遺族の悲しみは続いている災害を忘れないでほしい若い団員にも少しずつ災害について教え経験を積ませていきたいと語った当時島原市長として陣頭指揮を執った鐘ケ江管一さん91は亡くなられた方を思うと悔しくてたまらないと話した 噴火で家を失った被災者らが集団移転した仁田団地同市仁田町の雲仙普賢岳噴火災害犠牲者追悼之碑前では午前8時半古川隆三郎市長ら約60人が献花犠牲になった消防団員の大町安男さん当時37歳の次男亮介さん37は長女7と次女2と共に訪れ子供の成長を見守ってくださいと祈った亮介さんは娘たちにはおじいちゃんは市民のために亡くなったんだよと伝えている自分も当時の父と同じ年になり自分なら娘を置いて行くのは嫌だと思う父も同じ気持ちだったろうと悼んだ 報道陣の当時の取材拠点で2021年3月に一帯が災害遺構として整備された定点でも住民や報道関係者らが犠牲者の冥福を祈った長岡健太郎松本美緒久保田修寿
銃規制 米大統領「上院は行動を」,国際, ワシントン時事バイデン米大統領は2日ホワイトハウスで演説し米国で相次いだ銃乱射事件についてどれほど罪のない国民の命が奪われなければならないのかもうたくさんだと憤りをあらわにした写真全米ライフル協会NRAの年次総会会場周辺で銃規制を訴える人たち その上で一向に規制強化法案を可決しない議会上院に対し行動せよと強く迫った 米国では武器所持の権利が憲法で認められていることから保守派を中心に銃規制に反対の声が根強いバイデン氏は疾病対策センターCDCの調査で子どもの死因トップが銃だったことに触れ規制強化について誰かの権利を奪うためでなく子どもや家族地域社会を守るためのものだと強調した さらに必要な対策として大容量弾倉の銃の禁止や銃購入年齢の引き上げのほか自身や他者への脅威となる兆候を見せた人物から一時的に銃を押収するレッドフラッグ法制定などを列挙これに先立ちペロシ下院議長は声明で半自動小銃の購入年齢を18歳から21歳に引き上げる新たな規制強化法案を来週採決に付すと表明した 
都民割が10日から再開 25万泊分,地域,都内を旅行する東京都民を対象とした観光振興策もっとTokyoが今月10日から再開されることが分かったもっとTokyo都民割は都民を対象とした観光振興キャンペーン都内で1泊6000円以上の宿泊を伴う旅行をした場合1人に1泊当たり5000円が補助されるまた都内の日帰り旅行では1回3000円以上で補助額は1人1回2500円となる1回の旅行の連泊の上限は1人5泊まで利用回数に制限はないというまた子どもについてはこれらの補助に加えて宿泊日帰りともに1人1000円上乗せされるという関係者によると都民割を利用できるのはワクチン接種を3回受けた人や陰性証明を持っている人に限られるという期間は今月10日から来月31日まで8月1日チェックアウト含む販売開始は10日正午以降でおよそ25万泊の各事業者への配分枠がなくなり次第キャンペーンは終了するという8月以降も補助を続けるかは新型コロナの感染状況や国のGO TO トラベルの実施状況などを見ながら検討する見通しだ
英ヘンリー王子夫妻 パレード出席,国際,ロンドンCNN 英王室を離脱したヘンリー王子とメーガン妃が2日ロンドンで行われたエリザベス女王の誕生日パレードに出席した2年前に王室を離脱して以来夫妻で王室メンバーに加わって公の場に姿を見せるのは初めてだった映像ヘンリー王子のポップコーン隣の女の子がつまみ食いヘンリー王子夫妻は他の王室メンバーと一緒にイベントを観覧したしかしパレード後王室メンバーが宮殿のバルコニーに姿を見せる伝統行事にヘンリー王子夫妻の姿はなかった女王は先月この場には公務を担う王族のみを参加させることを決めていた米国で性的虐待訴訟を起こされているアンドルー王子も欠席した米カリフォルニア州に移住したヘンリー王子夫妻はエリザベス女王の在位70年を祝う記念行事ジュビリーのために英国を訪れた今回の訪問には2人の子どものアーチー君とリリベットちゃんも同伴した4日で1歳になるひ孫のリリベットちゃんに女王が会うのは初めてリリベットちゃんの名はエリザベス女王の愛称にちなんでつけられた英紙サンによると5月28日には女王の指示で車1台と王室警護官がファーンボロー空港でヘンリー王子夫妻を出迎えウィンザーにある夫妻の自宅まで送ったこれについて英王室はノーコメントだったヘンリー王子夫妻は2020年初めに王室を離脱した後今年4月には英国を訪れて女王と密かに面会ヘンリー王子は昨年祖父にあたる故フィリップ殿下の追悼式典に参列したがこれまで夫婦そろって王室の行事に参加したことはなかった
関東・東北で土砂降り ひょう注意,国内,今日6月3日金は大気の状態が不安定となっていて関東や東北地方などで局地的に土砂降りの雨となっています雨雲は東南東に進んで風下へ流れているほか都心上空でも新たな雨雲が発生する可能性があり東京23区でもこのあと本降りの雨の可能性があります急な強い雨や落雷降ひょう突風等に注意してください
NHK受信料値下げへ 改正法が成立,国内, NHK受信料の値下げ原資を確保するための積立金制度の創設などを盛り込んだ放送法と電波法の改正法が3日の参院本会議で可決成立した図解各国公共放送の受信料制度2020年4月 正当な理由なく受信料を支払わない世帯への割増金の徴収も可能となる NHKは年間受信料収入の1割に当たる700億円程度の原資を確保し2023年度に受信料を下げる計画で今年秋に具体的内容を示す値下げでは衛星契約を優先する方針も示している 
日本大学に「不適合」認証評価,地域,脱税事件などが相次いだ日本大学について運営に大きな問題があるとして大学基準協会が不適合と判定しました大学基準協会は大学の教育や運営が適切か審査をしていてすべての大学が7年以内に1回認証評価を受ける必要があります前理事長の田中 英寿被告75らによる脱税事件など不祥事が相次いだ日本大学について大学基準協会はきょう特定の役員による恣意的な人事が行われていた理事会に対するチェック機能が果たされていなかったなどの理由から大学運営に大きな問題があると判断不適合と判定しました日本大学短期大学部についても日本大学と同様に運営に問題があると指摘不適合としました日本大学は2019年度の認証評価で医学部の不適切入試問題をうけて不適合と判定されていてその後の改善への取り組みが評価されていましたが前理事長による脱税事件などが発覚し今回の判定となりました大学基準協会から不適合の判定が出た場合国の一部の補助金を申請できなくなります
千秋「歌いたい」20年ぶり新曲,エンタメ, 1990年後半2000年にかけ日本テレビのバラエティー番組ウッチャンナンチャンのウリナリから誕生した音楽ユニットポケットビスケッツのボーカルとしても活動していたタレントの千秋が3日ソロで20年ぶりとなる新曲GREEN FLASHをリリースしYouTubeでミュージックビデオMVを公開した動画ポケビファン涙もの千秋20年ぶり新曲GREEN FLASHMV 50歳の節目を迎えた千秋がコロナ禍で披露している世の中へ向けこの年齢からでも新たな挑戦をしよう新たな挑戦は若者だけの専売特許じゃないと力強く発信サウンドプロデューサーにはポケットビスケッツの作編曲を担当していたパッパラー河合を迎え千秋が自身作詞のメッセージを疾走感のある“ポケビサウンド”に乗せて伸びやかに歌う 千秋は大人になっても追いかけたい夢があるので追いかけます笑われたりバカにされたりもするけど歌いたいから歌います毎日楽しいただそれだけですとコメントパッパラー河合はポケビ解散から20年またポケビサウンドを聴きたいって熱い声をたくさん聞きましたオレも同じ想いでした何歳になっても力強く突っ走るそんな楽曲が完成したと思いますぜひ聴いてくださいとアピールする 千秋はきょう3日レギュラー出演しているフジテレビ系情報番組ノンストップ前9501125でGREEN FLASHを初歌唱する予定 ポケットビスケッツはウッチャンナンチャンの内村光良TERUプロデューサー兼キーボード千秋CHIAKIボーカルキャインのウド鈴木UDOギターからなる3人組で1996年にデビューYELLOW YELLOW HAPPY96年Red Angel97年のミリオンなどヒットを連発した98年にはNHK紅白歌合戦に初出場したが2000年に活動休止2002年にウリナリ最終回イベント2018年に24時間テレビで限定的に復活したこともある
山之内すず 保健の先生に救われた,エンタメ,2019年AbemaTVの恋愛リアリティーショーの出演をきっかけに芸能界デビューした山之内すずさんいつも明るくて元気な印象で自身でも自己肯定感がものすごく高いと評する山之内さんだが高校生の頃までは鬱屈とした気持ちを抱えるネガティブな人間だったというつらい時期をどう乗り越えてきたのかその過程を聞いた聞き手荻上チキTBSラジオYahooニュース Voice
車盗難情報に10万円 報奨金効果は,地域, 愛知県では2021年の自動車の盗難件数が全国でワースト2位とクルマの盗難が問題視されています  そこで愛知県自動車盗難等防止協議会は自動車盗難を防止する優良な情報提供について10万円の報奨金を設定しました  自動車盗難として疑うべき行為にはどのようなものが該当するのでしょうか画像なぜプリウスの部品だけ盗む 車体以外で盗まれるものを写真で見る15枚
NHK受信料値下げへ 改正案が成立,国内, NHK受信料の値下げ原資を確保するための積立金制度の創設などを盛り込んだ放送法と電波法の改正法が3日の参院本会議で可決成立した図解各国公共放送の受信料制度2020年4月 正当な理由なく受信料を支払わない世帯への割増金の徴収も可能となる NHKは年間受信料収入の1割に当たる700億円程度の原資を確保し2023年度に受信料を下げる計画で今年秋に具体的内容を示す値下げでは衛星契約を優先する方針も示している 
新庄氏16年ぶり甲子園 待つ元寮長,スポーツ, 新庄おかえり―― 3日からのプロ野球交流戦阪神対日本ハムの3連戦BIGBOSSこと新庄剛志監督50は日本ハムの選手だった2006年以来16年ぶりとなる阪神甲子園球場での試合に臨む写真13年の空白を解いた涙 新庄剛志のコーチ打診を断った旧友の思い 監督としての凱旋がいせん試合を今か今かと楽しみに待っていたのが阪神の選手寮虎風荘こふうそうで長らく寮長を務めた梅本正之さん85だ 今となっては実の子どもよりかわいい存在かもしれへんねあんなに誠実で人思いの子はおりませんから 選手に厳しい態度で接していたことから鬼軍曹と呼ばれていた梅本さんそんな鬼ですら新庄に対して怒った記憶がないという 学生服姿で入寮してきました最初のころは練習をそんな真面目にやっていた印象はありませんなんかへらへらしている感じでただ礼儀はしっかりしていました親御さんの教育がしっかりされていたんでしょうね 新庄監督は自ら陰ながら練習していたというエピソードを明かしている だが梅本さんは私の見る限り努力のどの字もなかったただセンスは抜群だったと振り返った プロでの生活が始まると次第にその異端児っぷりを発揮してきたという 4畳半の部屋の入り口にのれんをかけ壁にかかるのはブランド服ばかり室内はオーデコロンのにおいが充満しあれ ここは俳優の部屋かいと思った 当時も新庄人気はすさまじく試合の日は300人ほどのファンが球場前に押し寄せた近隣の店から商売あがったりとクレームが絶えなかったほどだ そのため梅本さんは試合後を見計らって甲子園球場の右翼席そばにワゴン車を止め新庄を待った 試合終わりの新庄を車に乗せ球場から道路をはさんで向かいにある約300メートル先の寮に送迎乗車時間はわずか1分ほど こりゃあかんとなり球団にかけあったそれで寮は鳴尾浜に移転することに決まったんです そんな手のかかる息子は気配りを絶やさない 梅本さんが2003年限りで寮長を辞めることになった際はすでに阪神を離れていたにもかかわらず花束を持ってかけつけてくれた 一生の宝物はサイン入りの大リーグメッツ時代のTシャツ新庄の直筆でこうメッセージが添えられていた なんとかメジャーリーガーとして頑張れています寮長 体に気を付けて下さいね 監督になった新庄とまだ直接会ったことはないTシャツを眺めながら梅本さんは目を潤ませる わざわざ僕のためにこんなきれいな字で書いてくれたのかと思うとね愛したくもなるよ 現在応援するチームは日本ハム当たり前やんその理由は阪神は好きやけど新庄とは比べものにならへん 新庄が日本ハムの選手として臨んだ06年の交流戦では阪神のユニホームを着て試合前練習に臨んだ 梅本さんはそれもありえへんやろと笑った 今年は監督として戻ってくる今度はどんな風に楽しませてくれるのだろう 打撃投手でひょいっと投げるとかするんちゃうかドームの天井から降りてきたり空飛ぶバイクに乗って登場したり誰も思いつかへんことをするのが新庄や何をするか楽しみにしとき まるで自分のことのように誇らしげだった室田賢
立憲 細田議長への不信任案提出へ,国内,立憲民主党は衆議院の小選挙区の数を10増10減することについて繰り返し懸念を示したことなどを理由に細田衆議院議長への不信任案を来週7日にも提出する方針を固めました立憲民主党は細田議長が10増10減することについて繰り返し懸念を示したことやセクハラ疑惑報道について説明がなされていないことは議長としての資質に欠けるとして来週7日にも細田議長への不信任案を提出する方針を固めましたまた立憲民主党の議員らはさきほど細田議長と議長公邸で面会し国会の場での調査や説明を求めましたが回答はなかったということです
外務省に不審物 封筒に火薬反応,国内,東京霞が関の外務省にきょう午前不審物が入ったとみられる封筒が届き警視庁の爆発物処理班が出動し一時騒然となりました画像不審物が届いたとの通報があった外務省現場は騒然としている画像11枚午前9時半頃千代田区霞が関の外務省に外務省 すべての職員のみなさま方へと宛名が書かれた白い封筒が届き中身を確認してほしいと外務省から警視庁に連絡がありました検知器で調べたところ中から火薬反応が出たため警視庁の爆発物処理班が出動して中身の確認にあたりました警視庁によりますと封筒の中には支離滅裂な内容が書かれた手紙とともにスポンジで包まれ銀色のテープで巻かれた赤い発煙筒のようなものや500ミリリットルの空のペットボトルとが入っていましたが爆発物は確認されなかったということです封筒には差出人の男とみられる名前とともに愛知県の消印が押されていたということです警視庁は今後封筒に入っていたものについて鑑定を進めるとともに威力業務妨害の疑いで捜査する方針です
セブン「100円コーヒー」値上げ,経済, セブン‐イレブンジャパンは6月3日セブンカフェ商品の値上げを発表した対象は“100円コーヒー”として親しまれていたレギュラーサイズのホットコーヒーアイスコーヒーなど7月4日から順次変更する一覧値上げ後の価格 値上げ率は税別価格で約1020程度でセブンカフェ ホットコーヒーRセブンカフェ アイスコーヒーRは100円から110円に値上げするセブンカフェ ホットコーヒーLは150円から180円に変更 同社は値上げについて昨今世界的な食料需要の増加や環境の変化により原材料や容器包材の価格高騰や物流コストの上昇等の影響が続いているこういった状況の中サプライチェーン全体を通じて生産性の向上や規格の見直しなどを行うことで商品価格への影響を小さくする努力を続けてきたがお客さまニーズに応える味品質を今後もご提供するため7月初旬よりやむを得ず価格の見直しをさせていただくことになったとコメントした
新車の納期長期化 身を削る販売店,経済, 毎月のように発表される自動車生産工場の稼働停止や生産台数調整の話題2022年5月24日にもトヨタは5月6月の国内工場の稼働および6月生産計画についてというニュースリリースを出した新型コロナウイルスによる上海ロックダウンの影響で部品供給が滞り5月末から6月初旬にかけても各地の工場が稼働停止となるようだ編注5月27日にもトヨタ工場稼働停止の旨を発表期間は6月6日から10日まで画像ギャラリーユーザーも販売店も待ち遠しい納期が半年以上のクルマたち20枚 半導体不足などの影響からグローバル生産台数を含め見直しが図られる昨今新車納期の長期化で大きな影響を受けているのが全国の販売店だクルマを売りたいのに売れない届けたいのに届けられない販売店の思いや現状を取材した文佐々木亘アイキャッチ写真WavebreakMediaMicro  stockadobecom写真Adobe StockTOYOTAHONDA
福島葛尾村の復興拠点 避難解除へ,地域, 政府は3日原子力災害対策本部と復興推進会議の合同会合を開き東京電力福島第1原発事故の影響で放射線量が高く住民避難が続いている帰還困難区域のうち福島県葛尾村の特定復興再生拠点区域復興拠点で12日に避難指示を解除すると決定した帰還困難区域ではJR常磐線の線路や駅周辺が2020年3月に避難解除されたが住民の居住再開につながる解除は初めて写真津波で犠牲の子どもの遺骨か 父娘だ避難区域で発見 1月
竜とそばかすの姫 地上波初放送へ,エンタメ, 細田守監督のアニメーション映画竜とそばかすの姫が日本テレビ系金曜ロードショーで7月8日夜9時11時24分に地上波初放送されることが3日明らかになった前週の1日には同監督の時をかける少女2006を放送夜9時10時54分いずれも本編ノーカットで放送される写真竜役は佐藤健 竜とそばかすの姫は昨年7月16日に公開され国内興行収入第3位となる66億円のヒットを記録幼いころに母を亡くして以来歌うことができなくなった17歳の女子高校生すずが50億人が集うインターネット上の仮想世界Uユーに足を踏み入れたことをきっかけに悩み葛藤しながら成長していく主人公のすずベルの声を担当したのは本作が声優初挑戦となったミュージシャン中村佳穂そのほか声優にベルの前に現れる謎の存在竜を佐藤健が担当したほか成田凌染谷将太玉城ティナ幾田りら役所広司ら豪華な顔ぶれが集結中村佳穂が歌う主題歌Umillennium parade × Belleも人気を博し細田監督作品最大のヒットとなったカンヌ国際映画祭オフィシャルセレクションカンヌプルミエールに選出されたことも話題に
ウクライナ中銀利上げ 10→25%に,経済, ロンドン時事ウクライナ中央銀行は2日主要政策金利をこれまでの10から25に引き上げると発表した図解ウクライナとロシアの戦力比較 ロシアの侵攻後金融政策の変更は初めてロシア軍の攻撃で経済活動が壊滅的な打撃を受ける中物価高騰を抑制する狙いがある ロイター通信によるとシェフチェンコ総裁は記者会見で新たな経済支援計画について国際通貨基金IMFと話し合いを始める時だと述べIMFへの支援要請を検討していることを明らかにした 中銀は声明で戦時下の為替相場の安定を維持しインフレの加速を抑制するのが目的だと利上げの理由を説明した 
ウイグルで人気のテスラ 実利優先,経済, 米国と中国は政治的に対立しつつ企業地方消費者の間で経済的な相互依存が広がる米政府は過度の対中依存を警戒し安全保障や人権などの重要分野では中国経済とのデカップリング切り離しを図る写真テスラの主力セダンモデル3
上海日系企業 9割が業績悪化予想,経済, 上海時事中国上海に進出した日本企業の9割近くが今年の業績について前年に比べ悪化すると予想していることが上海日本商工クラブが実施した調査で明らかになった図解中国のGDP成長率の推移 新型コロナウイルスの感染拡大を受け5月末まで2カ月以上にわたって続いたロックダウン都市封鎖の経済への深刻な影響が裏付けられた形だ 調査は5月2731日に行われ129社から有効回答を得た全体の88が今年の収益見通しをマイナスと回答このうち3割は前年比21以上のマイナスと予想した 対中投資は減らす延期するが14に達し増やすは1にとどまったまだ分からないは39変更なしは45だった 
県の認証店確認 2カ月でわずか2店,地域, 新型コロナウイルス対策で神奈川県が導入したマスク飲食実施店の認証制度を巡り認証店の取り組み状況を確認する県の作業が思うように進んでいない県は年度内に約3万5000の全認証店に事後訪問を行う意向だが制度が始まった4月から5月末までに訪問できたのはわずか2店舗県は委託事業者と協議し訪問を加速させるとしているが状況が改善するかは見通せないコロン後遺症のメカニズム 県は2022年度の当初予算にマスク飲食実施店認証制度事業費として2億6943万円を計上県の委託を受けた東京都内の人材派遣会社が認証店の新規申請に関する業務のほかすでに認証店となっている店舗の事後訪問も行うことになっている 事後訪問では店舗へのアクリル板の設置や換気の徹底マスク飲食の実施などに関して認証の条件を引き続き満たしているかを確認する満たしていなければ県は店舗に改善を要望それでも改善が見られない場合は認証を取り消す可能性がある 認証店は5月13日時点で3万4816店あるが年度内に1回ずつ事後訪問するには月に約3000店のペースで訪問する必要がある年度内に全店への訪問を終えるには相当なペースアップが求められる 4月に始まった飲食や観光の需要喚起キャンペーンかながわ旅割やGoToEatかながわでは認証店であることが参加できる条件になっている事後訪問で各店舗の対策実施状況を確認することはキャンペーンの安全性を担保するうえでも重要だ そもそも初めて事後訪問が行われたのは制度開始から1カ月半近くたった5月13日だった4月から始められなかった理由として県の担当者は21年度に委託していた事業者からのデータの引き継ぎに時間がかかったためと説明それ以降も訪問が進んでいないことについてはGoToEatかながわの参加飲食店の募集が再開されて新規申請が増加しそちらを認証するための訪問を優先していたと釈明する ただ5月末時点で新規に認証を申請した店舗への訪問も約200店にとどまる事後訪問だけでなく店舗への訪問全般が進んでいないのが実態だ池田直
珍事 巨人3連戦で計ソロ7発7得点,スポーツ, 巨人が2日のソフトバンク戦東京ドームで3―0の零封勝ちを飾り連敗を3で止めた写真巨人ウォーカーの〝新ヘアスタイル〟 久しぶりに投打がかみ合った先発した菅野が8回無失点で抑え9回はルーキー守護神の大勢も反撃を許さず19セーブ目をマークした攻撃陣は初回に丸の10号ソロで先制すると3回はウォーカーに3戦連発となる11号ソロで追加点を奪取5回には再び丸に11号ソロが生まれソロ3発で勝ち切った 試合後原辰徳監督63は先制中押しダメ押しという形は違いますけど効果的にいい当たりが出たなとと一発攻勢に目尻を下げたただ欲を言えばもう1点というところですねと注文もつけることも忘れなかった チームは12球団トップの62本塁打を誇る一方で本拠地の東京ドームで行われた今回の3連戦の得点はすべてソロ本塁打によるもの初戦はウォーカーのソロで1―3で敗れ前夜の2戦目は吉川ウォーカー増田陸にソロ3発が飛び出したものの3―6で敗れたそしてこの日もソロ3発で今カードはソロ7発で7得点を挙げる〝珍現象〟となった チームに適時打が生まれたのは5月28日の日本ハム戦札幌ドームの7回代打中田が中前に放った一打までさかのぼるこの日も丸のソロでリードを3点に広げなおも無死一三塁の好機をつくったが岡本和は相手の好守に阻まれて三直ポランコは浅い左飛で三走がタッチアップできず増田陸は空振り三振に倒れたこれで37イニング連続でタイムリーなしとなった 着実に得点を重ね連勝街道を走るには打線のつながりも求められそうだ
マスク氏の出社通達 独労組が反発,経済,ベルリン 2日 ロイター      米電気自動車EV大手テスラの工場があるドイツの最大労組IGメタルは2日同社のイーロンマスク最高経営責任者CEOが求めている出社要求に反対する意向を示した動画出社しなければ退職テスラCEOが従業員に2択迫るマスク氏は31日夜に従業員宛てにメールを送り週最低40時間の出社を要請し従わなければ退職したと見なすとしほぼ強制的に職場復帰を義務付けたIGメタルは同氏の通達に反対する従業員を支援すると表明このような一方的な要求に同意せず反対しようとする従業員にはドイツでは法律によって組合の力という後ろ盾があるとしたテスラはドイツで約4000人を雇用しており1万2000人に拡大する計画労働者の一部は自動車といった産業部門の労働者を代表するIGメタルの一員だドイツでは現在在宅勤務の権利を明記した法律はないが労働省は労働者にとって柔軟性を高める政策に取り組んでいる自動車メーカーを含む多くの大企業は新型コロナウイルス流行をきっかけに既にハイブリッド型勤務モデルを採用している
