title,category,text
中国がEEZで海洋調査か 政府抗議,国内, 日本政府は4日中国の海洋調査船が沖縄県石垣島北方の排他的経済水域EEZで同意なく科学的調査を実施した可能性があるとみて中国側に抗議した外務省が発表した現場は中国が領有権を主張する尖閣諸島の周辺海域中国の測量艦鹿児島で領海侵入 口永良部島や屋久島周辺
侵攻で食糧危機 露「責任転嫁」,国際,ロシアのプーチン大統領はウクライナ侵攻による世界的な食糧危機への懸念を受けロシアに責任転嫁しようとしていると主張しましたロシア プーチン大統領食糧危機をめぐりロシアに責任を押し付けようとする試みがみられるプーチン大統領は3日ロシア国営テレビのインタビューでこのように述べロシアがウクライナの穀物輸出を妨げているとの指摘ははったりに過ぎないと主張しましたそのうえでプーチン氏はウクライナの穀物を輸出するためロシアが制圧したとするマリウポリの港などを使わせる用意があると語りましたまた最も簡単な輸出方法はベラルーシ経由だとしたうえでそのためにはベラルーシへの制裁解除も必要になると強調しています
純烈新メンバー 地方アナ続々応募,エンタメ, スーパー銭湯アイドル純烈が4日有楽町よみうりホールで上演された舞台スーパー銭湯LIVEユーランルージュ笑いの源泉かけ流しに出演公演後に囲み取材に応じた写真南無三トンデモ攻撃の犠牲になった純烈酒井 酒井一圭46小田井涼平51後上翔太35白川裕二郎45の4人は本人役で登場しよしもとの人気芸人とアドリブの掛け合いを見せ観客を喜ばせた 多くの舞台を経験している純烈だが酒井は楽しいけど緊張感が違うので衣装の中のTシャツがビショビショです笑いバラエティ番組に出てるような疲れ方と芸人の無茶ぶりに苦笑いを浮かべた 今年いっぱいで小田井がグループを卒業小田井に代わる新メンバー加入が話題になっている先日も大阪のアナウンサーから売り込みがあったという酒井はそうなんですよそれより前の名古屋公演で名古屋のアナウンサーも実は来てるだからアナウンサーは局を辞めたいんかなって笑いとその反響の大きさに驚いていた 募集をしていないにも関わらず応募が殺到酒井は年齢に関係なく何かに挑戦したいという気持ちを秘めていて今なんじゃないかと思われてる方からの応募だから下は10代上は70代と明かした 続けて小田井さんも安定しなかった俳優から純烈で安定したのに何で辞めるのってチャレンジしたい気持ちが人それぞれに出るもんだなってとしみじみと語った これに小田井は違うのよ体力が安定しないのよ笑いと笑わせていた
訪日客感染 旅行業界に動揺広がる,国内, 新型コロナウイルスの水際対策で停止していた訪日観光客の受け入れ再開を前に政府の実証実験で受け入れた外国人ツアー客1人のコロナ感染が判明し関係者の間にどんなに対策をしても感染は防げないと衝撃が広がっている政府は訪日客の感染は予測内としており10日の受け入れ再開方針に変わりはないが医療関係者からは海外から国内への変異株流入を懸念する声が上がる 政府は受け入れ再開に先立ち米国オーストラリアタイシンガポールから少人数のツアー客を受け入れる実証実験を実施観光庁によると感染したのは5月27日から4泊5日の予定で来日し福岡市の繁華街や大分県の温泉地を巡っていたタイの旅行会社員4人のうちの1人だった同30日朝喉の痛みがあったため抗原検査したところ陽性だったという他の3人は陰性だったが濃厚接触者として宿泊療養施設での待機が必要になり旅行は中止になった 観光庁の担当者は万全の対策を取っても感染者が出るのは予測の範囲内だとしながらタイ人のケースについて感染経路が全く分からないと驚きを隠せない一行は3回目のワクチン接種を受けタイ出国時のPCR検査と日本入国の際の抗原検査で陰性を確認していた宿泊先ではそれぞれ別の部屋に泊まり食事は間仕切りした上で黙食旅行中はマスクを着け手指の消毒もこまめにしていたという 感染者が出た原因の一つとして考えられるのはPCR検査と抗原検査で見つけられなかった陽性患者がすり抜けて入国した可能性だ感染症対策に詳しい北九州市立八幡病院の伊藤重彦名誉院長はPCR検査も抗原検査も確実というわけではないと話すPCR検査は検体に含まれるウイルスが少なかったりして一定程度陽性患者を確認できないことがある抗原検査もPCR検査より感度が低いとされている 日本に入国して感染した可能性もある一行が福岡空港から入国した5月27日の時点で福岡県内の1日当たりの新規感染者数は1600人を超えていた感染者は減少傾向とはいえ人出が多い繁華街や観光地を巡れば感染のリスクは高まる 待望の受け入れ再開を前に旅行業界には動揺が広がる福岡県内の旅行会社社員は訪日客にマスクの着用を徹底してもらうなどできる対策を続けるしかない別の旅行会社の担当者はある意味国の威信をかけた実証実験で対策には万全を期していたはずそれでも感染をゼロにはできないということだと話し感染の早期発見や感染判明後立ち寄り先などにすぐ連絡して拡大を防ぐ必要性を指摘した 今回のケースでもそうだったように訪日客が感染した際の対応はツアーを主催する旅行業者が負う部分が大きい観光庁は7日旅行業者などに向けた感染対策ガイドラインを公表する予定で担当者は今回の事例も反映させたいとしている 国内の新規感染者が減少傾向で旅行需要も回復しつつあることから伊藤名誉院長は訪日客の旅行が直ちに危険とはいえないとするが政府に対しては警戒を呼びかける重要なのは訪日客とともに海外から新たな変異株が流入するのを防ぐことだ国は海外の変異株情報に注意し変異株の発生が確認されれば当該国からの受け入れを停止するなど柔軟に対応する必要がある竹林静中里顕
韓国 岸田首相と対面での会談打診,国際, 岸田文雄首相は今月2930両日にスペインの首都マドリードで開かれるNATO首脳会議に出席する検討に入った会議に参加する場合韓国側から日韓首脳会談開催の打診を受けていることも分かった複数の政府関係者が4日明らかにした5月に就任した尹錫悦大統領と初めての対面方式の会談が実現するかどうかも焦点となりそうだ政治初心者の尹大統領朝鮮半島有事に自衛隊介入を容認で物議も
ミシェル・ウィー ツアーから撤退,スポーツ,全米女子オープン 2日目3日パインニードルズロッジGCノースカロライナ州6638ヤードパー715年前にはこんなウェアが話題になった米国女子ゴルフ界の人気を引っ張ってきたミシェルウィーがツアーから一時撤退をする米ツアー5勝2014年には本大会に勝利しメジャーチャンピオンとなったがたび重なるケガによる戦線離脱結婚そして出産を経たいまいったん現役プレーヤーとして終わりを迎えた今大会を最後にツアーから身を引く大会前にそう語ったウィー2日間トータル5オーバーと予選通過はならなかったクラブには埃がかぶることになると思うとしばらくはゴルフからも離れることを明かしたやりたいプロジェクトがあるのと内容は秘密だが第2の人生の青写真はできあがっている天才少女といわれ男子ツアーへの推薦出場なども果たしスポットライトを浴び続けた人生32歳となったいまゴルフは人生の優先事項ではなくなったときには言動が物議をかもした派手なウェアで批判を浴びたこともあったが豪快なゴルフとモデルのようなたたずまいは圧倒的な人気を誇りそんな雑音を力で振り払ってきた自分に厳しすぎた時期もあったけどゴルフは仕事であってもしょせんはゲーム楽しむことが大事だと思ったとゴルフ観も変わった4日間プレーできればよかったけどと最後は思うような結果とならなかったが悔いはなしほろ苦くて信じられない1週間とってもいい経験だった8年前に本大会を制したパインハーストは目と鼻の先ここはウィーにとって思い出の場所でもある最後は少し涙がスーパースターの幕引きは18番で感動を呼んだ地元のカリフォルニア州サンフランシスコ郊外で行われる来年の本大会には歴代優勝者の資格で出場する予定それまでは試合出場の予定はなしゴルフからの完全引退ではないものの米ツアーにとっては寂しさが残る一日となったゴルフ情報ALBANet
訪日客感染 変異株流入に懸念の声,国内, 新型コロナウイルスの水際対策で停止していた訪日観光客の受け入れ再開を前に政府の実証実験で受け入れた外国人ツアー客1人のコロナ感染が判明し関係者の間にどんなに対策をしても感染は防げないと衝撃が広がっている政府は訪日客の感染は予測内としており10日の受け入れ再開方針に変わりはないが医療関係者からは海外から国内への変異株流入を懸念する声が上がる 政府は受け入れ再開に先立ち米国オーストラリアタイシンガポールから少人数のツアー客を受け入れる実証実験を実施観光庁によると感染したのは5月27日から4泊5日の予定で来日し福岡市の繁華街や大分県の温泉地を巡っていたタイの旅行会社員4人のうちの1人だった同30日朝喉の痛みがあったため抗原検査したところ陽性だったという他の3人は陰性だったが濃厚接触者として宿泊療養施設での待機が必要になり旅行は中止になった 観光庁の担当者は万全の対策を取っても感染者が出るのは予測の範囲内だとしながらタイ人のケースについて感染経路が全く分からないと驚きを隠せない一行は3回目のワクチン接種を受けタイ出国時のPCR検査と日本入国の際の抗原検査で陰性を確認していた宿泊先ではそれぞれ別の部屋に泊まり食事は間仕切りした上で黙食旅行中はマスクを着け手指の消毒もこまめにしていたという 感染者が出た原因の一つとして考えられるのはPCR検査と抗原検査で見つけられなかった陽性患者がすり抜けて入国した可能性だ感染症対策に詳しい北九州市立八幡病院の伊藤重彦名誉院長はPCR検査も抗原検査も確実というわけではないと話すPCR検査は検体に含まれるウイルスが少なかったりして一定程度陽性患者を確認できないことがある抗原検査もPCR検査より感度が低いとされている 日本に入国して感染した可能性もある一行が福岡空港から入国した5月27日の時点で福岡県内の1日当たりの新規感染者数は1600人を超えていた感染者は減少傾向とはいえ人出が多い繁華街や観光地を巡れば感染のリスクは高まる 待望の受け入れ再開を前に旅行業界には動揺が広がる福岡県内の旅行会社社員は訪日客にマスクの着用を徹底してもらうなどできる対策を続けるしかない別の旅行会社の担当者はある意味国の威信をかけた実証実験で対策には万全を期していたはずそれでも感染をゼロにはできないということだと話し感染の早期発見や感染判明後立ち寄り先などにすぐ連絡して拡大を防ぐ必要性を指摘した 今回のケースでもそうだったように訪日客が感染した際の対応はツアーを主催する旅行業者が負う部分が大きい観光庁は7日旅行業者などに向けた感染対策ガイドラインを公表する予定で担当者は今回の事例も反映させたいとしている 国内の新規感染者が減少傾向で旅行需要も回復しつつあることから伊藤名誉院長は訪日客の旅行が直ちに危険とはいえないとするが政府に対しては警戒を呼びかける重要なのは訪日客とともに海外から新たな変異株が流入するのを防ぐことだ国は海外の変異株情報に注意し変異株の発生が確認されれば当該国からの受け入れを停止するなど柔軟に対応する必要がある竹林静中里顕
ロシア産原油9割禁輸 EU制裁発動,国際, 欧州連合EUは4日ウクライナに侵攻を続けるロシアへの追加制裁として露産原油の輸入禁止措置を発動した年末までに露産原油の9割が禁輸となりロシア経済への大きな打撃が予想されるロシアはEUの行動により食糧エネルギー問題が悪化する恐れがある外務省と反発しておりエネルギーや食糧供給を武器としたEUへの揺さぶりを強める可能性がある地図ロシア軍のウクライナ侵攻状況2月から現在 EUは2021年ロシアから原油を480億ユーロ約6兆7000億円相当石油精製品を230億ユーロ相当輸入したEUはロシアの重要な収入源を断つことでウクライナに侵攻する能力を弱体化させる欧州委員会と強調する 一方露外務省は2日の声明でEUの制裁は自滅的な効果をもたらすと述べEU加盟国の住民に悪影響を与えると指摘したロシアは欧州の穀倉と呼ばれるウクライナの黒海沿岸の港を封鎖し同国からの穀物輸出の主要ルートを遮断欧州へのガス供給停止も拡大する ロシアのウクライナ侵攻を受けた食糧価格上昇を巡りプーチン大統領は3日の国営放送のインタビューでロシアのせいではないと持論を展開し誤った欧米の経済政策や対露制裁の影響を強調したまたウクライナ軍が港の入り口に機雷をしかけたとも訴えロシア軍による海上封鎖への国際的な非難に反論したさらに欧州諸国がロシアとの天然ガス供給の長期契約を結ばなかったことなどによりガス価格も上昇し肥料の生産コストも増大したとしロシアの軍事作戦とは全く関係がないと主張した プーチン政権は欧米の対露制裁などがエネルギー価格の上昇や食糧問題の引き金となってきたと主張することでロシアからの食糧輸出拡大のための制裁解除を要求今後も食糧やエネルギーを取引材料に国際社会に対露制裁の不当性を訴える方針とみられる EUは3日露産原油の禁輸を柱とするロシアへの第6弾制裁を発表制裁のうち一部は3日禁輸などは4日に発動した岩佐淳士ブリュッセル堀和彦
出産欠席の市議 許されるか迷いも,地域, 浜松市議会が昨春の会議規則改定で新設した産前産後各8週最大16週の出産欠席制度を馬塚彩矢香市議34市民サポート浜松2期が初めて活用し今年2月に第1子を出産した子育て世代の女性市議が増え環境整備が進んできたが出産と議員活動の両立には依然困難も多い 同市議会は市議46人のうち女性が12人議会事務局によると任期中の出産は馬塚さんが3人目という 馬塚さんは昨夏からつわりが重かった上医師からは切迫早産の恐れがあるとして服薬とできるだけ体を横たえるように指示を受けた有権者の負託に応えたいと昨年末まで公務の出席に努めたが1日がかりの視察や会議は気が気でないほど苦しかったと振り返る 期間を決めて欠席を届ける際も許されるのかと迷ったが申請後は安心して出産に備えられたありがたみを痛感したと話す 産後8週を過ぎた4月12日に復帰した体の痛みが続き助産師にせめて3カ月は赤ちゃんと一緒に過ごしてと勧められた8週は決して長くないと感じるただ出産を取り巻く制度の課題に触れた経験は大きな財産になった誰もが障壁なく出産できる社会に近づくよう体験を生かしたいと強調する ■実例重ね徐々に改善 女性市議周囲の理解 重要 産休を巡り浜松市議会は2016年に北野谷富子市議38市民クラブ2期が現職市議として初めて出産するのに当たり会議規則に出産欠席の項目を追加したそれまでの規則は議員の出産を想定せず公務の欠席を届ける場合は事故と同じ扱いだった北野谷さんは出産を正式な欠席理由として認められたのはうれしかったと思い起こす 当時は欠席可能な日数の規定がなく北野谷さんは出産わずか2週間後に本会議に出席した議会事務局に市民から出産欠席への批判が寄せられたことも知ったまだ休めない空気感があったと話し日数規定が活用されたことを前進と受け止める 20年には小泉翠市議30自民党浜松1期が出産した予定日2週間ほど前まで会議への出席を続けた一方産後は支援者や同僚議員の勧めもあって2カ月近く本会議を欠席し資料を取り寄せながら主に自宅で過ごした 復帰後は会派室に子どもを連れてきて働いたこともあった小泉さんは同僚の協力に恵まれたと感謝し出産の負担は個人差が大きい欠席日数の規定があれば安心して休めると思うが周囲の理解が最も重要と実感を込める
千秋50歳 芸能界辞める選択肢ある,エンタメ,タレント声優デザイナーなどマルチな分野で活躍を続ける千秋50我慢するくらいなら嫌われてもいいと本音を語る芯の強いキャラクターで30年間バラエティー番組に求められ続けてきた娘を持つ母親としてはハードルを上げない子育てを掲げる最近ではYouTubeで公開した歌唱動画が話題になり約20年ぶりに歌手としての活動を再開した夢に向かってまっすぐに進んできた彼女の生き方に迫る取材文ラリー遠田撮影殿村誠士Yahooニュース オリジナル 特集編集部
緊急走行の消防車と衝突 男性死亡,地域,4日午後玉名市で緊急走行中の消防車が歩行者の男性と衝突しこの男性が死亡した事故があったのは玉名市築地の県道警察と消防によると4日午後2時半すぎ火災現場に向かうため荒尾市方面から熊本市方面に緊急走行していた有明消防本部の消防車が道路を横断中の男性と衝突したこの事故で男性はその場で死亡が確認された現場は信号機のない片側1車線の直線道路で消防では消防車はサイレンを鳴らして走行していたはずだと話している警察は男性の身元の特定を急ぐとともに詳しい事故の原因を調べている
10億円不正受給 40人超で勧誘か,地域,10億円近くの持続化給付金の不正受給に関与したとみられる家族が逮捕された事件で家族を中心とした詐欺グループの下に勧誘などを行うメンバーが全国にあわせて40人以上いることがわかりましたこの事件は谷口梨恵容疑者ら家族3人が持続化給付金300万円をだまし取ったとして逮捕され主犯格とみられる当時の夫の光弘容疑者が指名手配されているものですこの家族が中心となり十数人の詐欺グループを構成していましたがその後の捜査関係者への取材でこのグループの下には申請名義人の勧誘などを行うグループが全国に15か所あわせて40人以上いることがわかりました勧誘などを行うグループは全国各地でセミナーを開いて光弘容疑者に指示された内容を話し給付金を申請する名義人を募っていたということで警視庁は組織の全容解明を進めています
なぜ コムドットに鼓舞される若者,エンタメ, 新世代YouTuberグループとして若い世代から絶大な支持を集めているコムドットやまと23ひゅうが23ゆうた23あむぎり23ゆうま23の幼馴染5人組で地元ノリを全国へのコンセプトを掲げYouTubeのチャンネル登録者数は340万人に上る5月末時点リーダーやまとが手がけたエッセイ聖域は40万部のベストセラーとなるなどその人気は留まるところを知らない写真キリッとした顔でカメラを見つめるコムドットの5人
吉田輝星 侍ポーズ「やろうかな」,スポーツ,日本生命セパ交流戦阪神30日本ハム4日甲子園5日阪神戦の予告先発が発表され日本ハムは吉田輝星投手21と発表されたこの日の試合前練習でキャッチボールなどで最終調整した吉田はとりあえずいけるところまで全力でいきたいなと思っていますと意気込んだ写真甲子園のマウンドで侍ポーズを見せる吉田輝星18年夏の甲子園大会で金足農秋田のエースとして大活躍し準優勝した当時マウンド上で行っていた侍ポーズについてあれやろうかなぁとニヤリやるなら最初にマウンド上がった時ですねせっかく甲子園で満員なので精いっぱいそれを楽しんでいきたいプロ入り後公式戦では初となる甲子園での登板に胸を高鳴らせた新庄剛志監督50は4年前の自分を思い出してもらって元気はつらつとマウンドで踊るように1球1球ガンガン行って疲れたら代わるぐらいの気持ちで投げてくれたらうれしい5回は投げて欲しいと期待した
炎上しても コムドットは若者鼓舞,エンタメ, 新世代YouTuberグループとして若い世代から絶大な支持を集めているコムドットやまと23ひゅうが23ゆうた23あむぎり23ゆうま23の幼馴染5人組で地元ノリを全国へのコンセプトを掲げYouTubeのチャンネル登録者数は340万人に上る5月末時点リーダーやまとが手がけたエッセイ聖域は40万部のベストセラーとなるなどその人気は留まるところを知らない写真キリッとした顔でカメラを見つめるコムドットの5人
蚊がとまったら 最後まで吸わせて,科学, 6月4日は虫の日日に日に蒸し暑さが増すこの季節しつこいかゆみをもたらす厄介な蚊はただかゆいだけでなくさまざまな伝染病を媒介し世界中で最も人を殺した生き物と言われる恐ろしい存在でもある蚊に刺されやすい人とそうでない人にはどんな違いがあるのか効果的な対策はどのようなものがあるのか害虫駆除製品メーカーのタニサケで虫コラムを担当する“日本のファーブル”こと昆虫博士の奥村敏夫氏に聞いた写真骨折したのかと思いました痛がゆそうと心配の声 アンガールズ山根の虫に刺されて腫れあがった足 自らの子孫を残すためたたき潰されることもいとわずに命がけで果敢に吸血を試みる蚊意外にも吸血対象は慎重に見極めていると奥村氏は言う死の危険を省みずに吸血する以上蚊だって少しでも良質な血が欲しいものあれだけ小さい体ながら触覚に近赤外線センサーがあって血管を造影透視して血液の状態を判断しておりアル中やヘビースモーカードロドロの血の人からはあまり吸いません体温の熱と呼気に含まれる炭酸ガス体臭などの臭いを頼りに寄ってくるので汗っかきで汗臭い人や運動などで息が上がった直後は特に刺されやすい逆に運動後に草むらで休憩していてもまったく刺されないという人は一度血液検査をしてみたほうがいいかもしれません 血液型によって刺されやすい刺されにくいといった俗説もあるがこれは本当なのだろうか関係あるという説もありますが個人的には血液型よりも性格の違いが影響してるのかなとも思います几帳面な人はこまめに汗を拭うから刺されにくいしズボラや大雑把な人はケアを怠るからそのぶん刺されやすいのかなと笑
街道にカルガモ親子 警察官が誘導,地域, 警察官に誘導されるのはカルガモの親子行きかう車もなんのそののんびり散歩を楽しみました 東京渋谷区初台に現れたのは約7羽の子ガモと親ガモの家族です 車が行きかう甲州街道の中央分離帯を歩く親子警察官が車に接触しないように回りを囲んで安全を確保します 警視庁によりますと4日午前10時ごろ通報を受けて駆け付けた警察官がカルガモの親子を誘導しました 約2時間半後親子は東京中野区の長者橋から神田川に入りそのまま泳いでいったということです
東京2071人感染 先週から478人減,地域,新型コロナウイルスについて東京都は4日新たに2071人の感染を発表しました先週土曜日の2549人から478人減っていて22日連続で前の週の同じ曜日の感染者数を下回っています新たな感染者のうちワクチンを2回接種していた人は1073人で1回も接種をしていない人は499人でした新型コロナの病床使用率は178で最大で確保できる見込みの5189床に対し926人が入院しているということですまたオミクロン株の特性を踏まえた重症者用の病床使用率は34となっています年代別では▼10代未満が312人▼10代が203人▼20代が398人▼30代が396人▼40代が365人▼50代が195人で重症化リスクの高い65歳以上の高齢者は142人でした現在入院している感染者のうち東京都の基準で重症者とされる人は2人となっていますまた新たに5人の死亡が発表されています
ご飯給食に牛乳 栄養士の見解は,経済,昨年末や今年の3月牛乳廃棄が問題になり牛乳を飲もうというキャンペーンが全国で広がりましたいずれも学校が休みに入る時期と重なっており給食牛乳が牛乳消費に大きく影響していることに気づいた人も多いのではないでしょうか今回はそんな給食牛乳の歴史を振り返ります話を伺ったのは学校給食研究改善協会の村上松二さんと学校給食栄養士としてメディアなどでも多く活躍している松丸奨さん脱脂粉乳から牛乳へと切り替わった背景と今の給食牛乳事情について話を聞きました
北が軍縮会議議長国に 各国は非難,国際, 米国韓国をはじめ世界48カ国と欧州連合EUが2日現地時間ジュネーブ軍縮会議の持ち回り議長国を務めることになった北朝鮮を強く批判する共同声明を発表した北朝鮮はこの日から今月24日まで議長国を務める1979年に設立されたジュネーブ軍縮会議は核兵器など世界の大量破壊兵器削減を目標に活動する国際機関で持ち回りの議長国は加盟65カ国がアルファベット順でおよそ1カ月ずつ交代で務める持ち回り議長国になることに特別な意味があるわけではないのにもかかわらず圧倒的多数の加盟国が批判声明を発表したのだ北朝鮮は2011年にも持ち回り議長国を務めたことがある この日ハンデソン駐ジュネーブ北朝鮮代表部大使の開会発言が終了するや最初の発言に立ったオーストラリア大使が韓国米国日本英国カナダオーストラリアなど48カ国とEUの共同声明を代表として朗読し北朝鮮を非難した声明ではわれわれは北朝鮮が持続的な核ミサイル開発や7回目の核実験準備の動きなどで軍縮会議の価値を深刻に損なう無謀な行動を続けることに大きな懸念を持っているとした続いてドイツフランスニュージーランド韓国日本大使なども順次北朝鮮のミサイル挑発を糾弾し国連安保理決議を順守することを求めた北朝鮮の議長国就任を祝賀した国は中国とロシアイランナイジェリアとパキスタンくらいだった 米国務省のネッドプライス報道官は2日のブリーフィングで不拡散問題に関する責任ある行為者といえない北朝鮮が軍縮会議の議長国を務めることは会議体に疑問を持たせると発言したまたプライス報道官は最近国連安保理で北朝鮮に対する追加制裁決議案が中国ロシアの反対を受けて白紙になったことについて安保理が団結できないのは失望以上のことだとし北朝鮮に責任を問うため韓国日本および国連を含む諸同盟と引き続き協力したいと表明した なおこの日一部の市民団体が要求した自由陣営諸国の軍縮会議ボイコットは起きなかったEUのみ軍縮会議特使を格下げしたロイター通信は2018年に自国民を化学兵器で殺傷したシリア政府が議長国を務めた際カナダなどが会議ボイコットを行った前例はあるがそれと比べると最悪の雰囲気ではなかったと伝えた 北朝鮮のハンデソン大使はこの日わが祖国に向けた批判に沈黙はできないとして北朝鮮と米国はまだ戦争中だ米国が敵視政策を追求する限りわれわれは引き続き国防力を強化するだろうと発言したニューヨーク鄭始幸チョンシヘン特派員
中国の高速鉄道が脱線 9人死傷,国際, 中国南部の貴州省の榕江駅付近で4日午前10時半ごろ高速鉄道が脱線する事故があり運転士1人が死亡乗員と乗客計8人がけがを負った中国国営中央テレビが伝えた写真3月の中国機墜落では意図的な墜落とも 脱線したのは貴州省貴陽市から広東省広州市に向かう高速鉄道で事故当時は約140人の乗客がいたトンネルの出口付近の線路上に流れ込んだ土砂に接触したのが脱線の原因という運営会社は4日列車が土砂と接触し900メートル超滑ったと発表した SNS上に拡散した動画には運転席付近に穴が開き大破した先頭車両が駅のホームに乗り上げた様子が映り事故の衝撃を物語っている香港フェニックステレビ傘下のネットメディアによると高速鉄道は時速250キロで走行していた8両編成の先頭車両と2両目が脱線し通過する予定だった同駅付近で止まったという付近では数日間雨が続いておりトンネル上部を通る高速道路の建設時に発生した泥が線路に流入したとの情報もある
海の幸とらないで 素人の密漁急増,地域, 新型コロナウイルス対策で密を避けようとアウトドア人気が高まる中急増する素人の密漁に漁協関係者が頭を抱えている水産物を無断でとったとして漁業法違反の疑いなどで和歌山海上保安部が今年に入ってから摘発した件数は既に昨年1年間の倍近くに漁協関係者は摘発は氷山の一角とってはいけないと知らなかったとしても密漁は密漁だと注意を呼び掛けている大塚愛恵写真今年は豊漁天然アユ遡上調査 和歌山海保によると管内では2020年は1件だけだった密漁の摘発が21年は6件となった22年は5月までの半年足らずで既に前年の倍近くを摘発しているという管内には潮の干満の関係で簡単に水産物が手に届く場所が多く海保は個人消費が目的の密漁が増えているとみている 和歌山市加太では大型連休期間密漁が相次いだ5月1日には和歌山名産の巻き貝ガンガラなどを密漁していた50代の男性2日にはトコブシなどを密漁していた70代の女性2人が和歌山海保に摘発された警備救難課の塩見慶史課長は周囲には看板も多数設置されているので知らなかったは苦しい言い訳とってしまうと想像以上に重い罪に問われることになると警告する加太漁協は磯遊びを楽しむのは構わない何をとってはいけないのか事前に確認してほしいと訴える 18年の漁業法改正で罰則が大幅に強化されている特定水産動植物に指定されているアワビとナマコなどの密漁は3年以下の懲役または3000万円以下の罰金が科せられるまたそれら以外でも漁業権の対象となっている水産物の密漁では100万円以下の罰金が科せられる 加太漁協などによると摘発されるのは氷山の一角で水産資源への影響は想像以上に大きいワカメやヒジキの収穫期が目前に迫った2月28日午後11時40分ごろには数人が磯場をライトで照らしているのを組合員が見つけ海保に通報した密漁者とみられる集団はワカメ42キロヒジキ28キロをその場に放置して逃げたという 漁協の西垣一男参事はワカメやヒジキは無計画に刃物を入れると次に生える際の栄養状態が悪くなる組合員は生育状況を考慮しているが密漁をされてしまうと貴重な水産資源が荒らされてしまうと肩を落とす 密漁の増加を受け漁協は海保に取り締まりの強化を要請している海保は密漁は水産資源の枯渇につながり漁業者にとって死活問題個人消費のためでも密漁に当たるので決められたルールを守ってもらいたいとしている
今は「直飲み」給食牛乳の変化,経済,昨年末や今年の3月牛乳廃棄が問題になり牛乳を飲もうというキャンペーンが全国で広がりましたいずれも学校が休みに入る時期と重なっており給食牛乳が牛乳消費に大きく影響していることに気づいた人も多いのではないでしょうか今回はそんな給食牛乳の歴史を振り返ります話を伺ったのは学校給食研究改善協会の村上松二さんと学校給食栄養士としてメディアなどでも多く活躍している松丸奨さん脱脂粉乳から牛乳へと切り替わった背景と今の給食牛乳事情について話を聞きました
梅雨空が続く沖縄 土砂災害に注意,地域,週明けは低気圧通過で雨風強まる梅雨入りはいつ中旬以降になる可能性も関東など来週は暑さが落ち着く
想像以上に罪重い 素人の密漁急増,地域, 新型コロナウイルス対策で密を避けようとアウトドア人気が高まる中急増する素人の密漁に漁協関係者が頭を抱えている水産物を無断でとったとして漁業法違反の疑いなどで和歌山海上保安部が今年に入ってから摘発した件数は既に昨年1年間の倍近くに漁協関係者は摘発は氷山の一角とってはいけないと知らなかったとしても密漁は密漁だと注意を呼び掛けている大塚愛恵写真今年は豊漁天然アユ遡上調査 和歌山海保によると管内では2020年は1件だけだった密漁の摘発が21年は6件となった22年は5月までの半年足らずで既に前年の倍近くを摘発しているという管内には潮の干満の関係で簡単に水産物が手に届く場所が多く海保は個人消費が目的の密漁が増えているとみている 和歌山市加太では大型連休期間密漁が相次いだ5月1日には和歌山名産の巻き貝ガンガラなどを密漁していた50代の男性2日にはトコブシなどを密漁していた70代の女性2人が和歌山海保に摘発された警備救難課の塩見慶史課長は周囲には看板も多数設置されているので知らなかったは苦しい言い訳とってしまうと想像以上に重い罪に問われることになると警告する加太漁協は磯遊びを楽しむのは構わない何をとってはいけないのか事前に確認してほしいと訴える 18年の漁業法改正で罰則が大幅に強化されている特定水産動植物に指定されているアワビとナマコなどの密漁は3年以下の懲役または3000万円以下の罰金が科せられるまたそれら以外でも漁業権の対象となっている水産物の密漁では100万円以下の罰金が科せられる 加太漁協などによると摘発されるのは氷山の一角で水産資源への影響は想像以上に大きいワカメやヒジキの収穫期が目前に迫った2月28日午後11時40分ごろには数人が磯場をライトで照らしているのを組合員が見つけ海保に通報した密漁者とみられる集団はワカメ42キロヒジキ28キロをその場に放置して逃げたという 漁協の西垣一男参事はワカメやヒジキは無計画に刃物を入れると次に生える際の栄養状態が悪くなる組合員は生育状況を考慮しているが密漁をされてしまうと貴重な水産資源が荒らされてしまうと肩を落とす 密漁の増加を受け漁協は海保に取り締まりの強化を要請している海保は密漁は水産資源の枯渇につながり漁業者にとって死活問題個人消費のためでも密漁に当たるので決められたルールを守ってもらいたいとしている
